NOMBRE,CATEGORIA,COD_REG,NOM_REG,COD_PROV,NOM_PROV,COD_COM,NOM_COM,COD_DIS,NOM_DIS,ID,Norte,Este UTM Huso 19 Sur,point_latitude,point_longitude
Del Pilar,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14044,4155827.05579000000,336017.87558500000,-52.72255148,-71.428127
Fitz Roy,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14045,4158195.19724000000,334928.81730600000,-52.70095043,-71.44304795
Florita,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14046,4152854.58950000000,334997.94636600000,-52.74893906,-71.44470848
El TrÚbol,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14047,4150700.09785000000,337279.47075800000,-52.76898193,-71.41200715
Ankel,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14048,4145533.50356000000,338192.64609500000,-52.81566184,-71.40103926
Emiliana,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14049,4143626.43103000000,335305.97859200000,-52.83191639,-71.44479378
Caledonia,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14050,4143363.57115000000,332836.21108100000,-52.83351686,-71.48155354
MarÝa Olvido,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14051,4148357.79987000000,329024.46613800000,-52.78746843,-71.5354667
Anita BeatrÝz,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14052,4139989.77454000000,328143.99760500000,-52.86234027,-71.55291322
Adela,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14053,4141226.16444000000,330779.97859000000,-52.85207125,-71.51315534
Invierno,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14054,4137026.03455000000,324349.33681000000,-52.88773088,-71.61081847
Los Turbales,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14055,4123728.67353000000,306950.87813700000,-53.00115533,-71.87700092
Lina,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14056,4124242.88947000000,307689.78207500000,-52.99680436,-71.86569821
Dinah,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14057,4128475.21482000000,312016.74976200000,-52.96033909,-71.79884672
Rancho A-dos,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14058,4130702.80349000000,316173.25410700000,-52.94177733,-71.73577593
RÝo Ca±ad¾n,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14059,4133951.85440000000,320063.09428600000,-52.91391963,-71.67615447
Rancho Sutivan,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14060,4117647.81399000000,301534.14242900000,-53.05376637,-71.96135011
Rancho Esperanza,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12103,Rio Verde,1210302,Isla Riesco,14061,4112379.04819000000,294661.58536200000,-53.09846633,-72.06710149
Dos De Mayo,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220103,Darwin,14062,3920344.16628000000,520263.76085400000,-54.86357354,-68.68429274
Yamana,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220103,Darwin,14063,3920724.23065000000,511340.94805400000,-54.86043983,-68.82332313
Caleta Yamana,Entidad,12,Magallanes y Antßrtica Chilena,124,Ultima Esperanza,12401,Natales,1240103,Mu±oz Gamero,14064,3909915.75182000000,498798.33969000000,-54.95769789,-69.01876544
Puerto Navarino,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14065,3911883.85559000000,541187.88906700000,-54.9383132,-68.35710401
R¾balo,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14066,3911239.52603000000,584688.82199300000,-54.93861629,-67.67806372
Ensenada Lauta,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14067,3910885.98939000000,585868.22389500000,-54.94159094,-67.65955395
Puerto Williams,Pueblo,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14068,3911539.16036000000,589467.65819400000,-54.93509059,-67.60358657
Caleta Eugenia,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14069,3911095.96054000000,608052.19676300000,-54.93539472,-67.31347991
BahÝa Windhond,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14070,3883676.84406000000,597844.08473000000,-55.18380943,-67.4633376
Isla Lennox,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14071,3874423.25829000000,635060.14011100000,-55.2581446,-66.87481174
Caleta Carlos,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14072,3882531.50083000000,656740.42819800000,-55.17893837,-66.53849752
Cabo Ross,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14073,3840219.81104000000,600336.46556300000,-55.57365964,-67.40861372
Punta Grandi,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14074,3876829.02660000000,566494.53639200000,-55.25054353,-67.95396342
Caleta Banner,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14075,3900924.43909000000,632921.56384500000,-55.02073811,-66.92085032
Caleta Piedra,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14076,3901168.38188000000,624560.98114500000,-55.02071047,-67.05164514
Islote Snipe,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14077,3908783.48896000000,618660.21599000000,-54.95375587,-67.14704266
Corrales Viejos,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14078,3911371.27416000000,603101.78095600000,-54.93396873,-67.39081191
Los LÝmites,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14079,3911997.97433000000,599624.40884600000,-54.92904511,-67.44528046
Gran Chaparral,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14080,3910999.00975000000,597133.29127900000,-54.93851008,-67.48380341
RÝo Guanaco,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14081,3911478.95968000000,594027.38830300000,-54.93479327,-67.53242386
BahÝa Virginia,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14082,3911245.18458000000,582387.93918900000,-54.93895061,-67.71397038
La Estrella,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14083,3913758.97653000000,578080.35335700000,-54.91705802,-67.78187468
Ensenada Villarino,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14084,3912660.08741000000,580298.01647700000,-54.92657925,-67.74697938
Guerrico,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14085,3914420.21834000000,574416.12312000000,-54.91167637,-67.83919766
Punta Burshen,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14086,3914567.36171000000,570604.06089300000,-54.91090764,-67.8986848
Caleta Mejillones,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14087,3915893.36679000000,565274.45580500000,-54.89971813,-67.9821039
Santa Rosa,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14088,3913829.97498000000,552080.19739300000,-54.91980826,-68.18745712
RÝo Lum,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14089,3915422.77364000000,559636.30950600000,-54.90465121,-68.06991472
Puerto Toro,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220101,Isla Navarino,14090,3892626.22547000000,623500.61043100000,-55.09769371,-67.06452162
Puerto Corrientes,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220102,Hoste,14091,3905872.76563000000,541686.93433300000,-54.99228677,-68.34844142
Canasaca,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220102,Hoste,14092,3911161.62768000000,524348.12774500000,-54.94590913,-68.6198836
Islas Diego RamÝrez,Entidad,12,Magallanes y Antßrtica Chilena,122,Antßrtica Chilena,12201,Cabo de Hornos,1220102,Hoste,14093,3814472.56843000000,476181.79554900000,-55.81475015,-69.38008394
Ping³ineras,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14094,4147416.02718000000,353960.65263200000,-52.80325165,-71.16641085
Otway,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14095,4146117.91310000000,357098.67441100000,-52.81575368,-71.12046278
Pecket,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14096,4132125.66757000000,354618.89885600000,-52.94078628,-71.16348033
Inge Sur,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14097,4129924.39977000000,353845.07999800000,-52.96035019,-71.17597945
Ping³ineras,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14098,4128441.55478000000,351260.84441800000,-52.97295995,-71.215104
Rancho Ping³ineras,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14099,4127740.97166000000,350506.16434200000,-52.97904319,-71.22665748
Ping³ineras,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14100,4126603.32541000000,350039.70302100000,-52.98913195,-71.2341269
Ranchos Mina Rica,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14101,4120503.94834000000,348009.91271600000,-53.04334699,-71.26721263
Ruby Playa,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14102,4123940.41891000000,349698.89497600000,-53.01295617,-71.24043861
Estero Mina Rica,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14103,4122351.80198000000,352006.66873900000,-53.02786913,-71.20679463
San Vicente,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14104,4121682.71753000000,353116.41677700000,-53.03418514,-71.19056461
San Antonio,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14105,4121519.40153000000,354643.26951100000,-53.0360692,-71.16788524
Los Patos,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14106,4122056.11655000000,355696.65964300000,-53.03153304,-71.15194673
Mina Rica,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14107,4122917.19016000000,357944.51429300000,-53.02439933,-71.11807133
La Herradura,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14108,4123239.86432000000,361122.89767700000,-53.02233477,-71.07057644
Lote Cuatro,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14109,4125974.78535000000,365936.83633800000,-52.99899184,-70.99771666
San Juan,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14110,4120665.99565000000,349682.16138500000,-53.042364,-71.24221338
RÝo Grande,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14111,4118837.63111000000,351135.83036200000,-53.05919402,-71.2213924
PorfÝa,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14112,4119252.63273000000,348601.39436900000,-53.05475452,-71.25898502
Lote Uno,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14113,4118879.49189000000,349764.82656500000,-53.05843444,-71.24181433
Lote Tres,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14114,4117311.75653000000,351471.63922300000,-53.07299375,-71.21708952
Macarena,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14115,4114796.67403000000,352018.29365600000,-53.09573745,-71.21009369
Kon Aiken,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14116,4136303.04080000000,363789.96123600000,-52.90566255,-71.02534523
Osvaldo,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14117,4148238.12032000000,357329.05937500000,-52.79676762,-71.11612138
Aurelia Del Carmen,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14118,4156224.00708000000,362014.70580200000,-52.72624046,-71.04331002
Rancho Cabeza De Mar,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14119,4151146.52707000000,364634.66639400000,-52.77251998,-71.00663487
Cabeza De Mar Norte,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14120,4150678.22753000000,364583.28637400000,-52.77671442,-71.00758965
Cabeza De Mar Sur,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14121,4147165.38850000000,365341.08856200000,-52.80846426,-70.99780839
Cooperativa,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14122,4145996.58670000000,365438.86983600000,-52.81898947,-70.99684
Las Lomas,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14123,4145917.69636000000,367607.02091500000,-52.820235,-70.96471817
Lolita,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14124,4142871.25000000000,367986.44128300000,-52.84769859,-70.96032347
Ercilia,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14125,4141976.59779000000,367303.08997600000,-52.85556853,-70.97082845
Tehuel Aike Sur,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14126,4140929.49931000000,369665.43602200000,-52.86555318,-70.93618352
RetÚn Kon Aiken,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14127,4135721.32799000000,371527.49462800000,-52.91279419,-70.91059561
Corte Aiken,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14128,4136349.45905000000,373081.82445700000,-52.90752,-70.88724857
El Estrecho,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14129,4133823.07348000000,373723.50525000000,-52.93037002,-70.878695
Rancho PelÝcano,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14130,4134098.95770000000,377016.04186000000,-52.92865537,-70.82963293
Laguna Cabo Negro,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14131,4132292.15650000000,376250.84662400000,-52.94471348,-70.84169965
Cabo Negro,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14132,4129964.57433000000,376955.72449800000,-52.96578863,-70.83209907
Rancho Cabo Negro,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14133,4129529.89715000000,377357.26355000000,-52.96978614,-70.82628822
Aeropuerto,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14134,4125922.58476000000,376135.88211200000,-53.00191635,-70.84584723
RÝo Chabunco,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14135,4123381.08339000000,377428.85351600000,-53.02504876,-70.82755464
Caleta Chabunco,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14136,4122385.69711000000,376857.23313600000,-53.03386085,-70.83645279
Los Calafates,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14137,4124284.00187000000,371208.92275300000,-53.01547597,-70.91987896
Ojo Bueno,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14138,4122238.61227000000,367603.77132800000,-53.03297245,-70.9744255
Chabunco,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14139,4120233.85355000000,375404.45155900000,-53.05285801,-70.85893784
Ciruelillos,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14140,4120709.49385000000,372906.74030800000,-53.04799674,-70.89599343
Anubis,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14141,4117753.27256000000,374479.71535500000,-53.07492855,-70.87369384
Loteo La Cruz,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14142,4117141.19056000000,374266.57090000000,-53.08037767,-70.87711293
Barranco Amarillo,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14143,4115556.09115000000,373565.98405300000,-53.09445347,-70.88818941
Palo Alto,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14144,4116430.02640000000,372517.82905400000,-53.08635248,-70.90348673
Pampa Alegre,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14145,4120428.05052000000,372015.48370600000,-53.05031276,-70.90939306
Isla Isabel,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14146,4137741.73754000000,382033.93727500000,-52.89704945,-70.75369772
Isla Magdalena,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14147,4135492.69805000000,393781.41298700000,-52.919709,-70.57987003
Siete Herraduras,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14148,4155643.49319000000,372574.48615200000,-52.73404686,-70.88726048
Herradura,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14149,4152640.36172000000,374815.24656300000,-52.76155362,-70.8552385
Amandita,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210109,Kon-Aiken,14150,4149870.55856000000,378408.73419700000,-52.78726188,-70.80304051
Punta Arenas,Ciudad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14151,4109653.40296000000,370250.20670900000,-53.1466882,-70.94006425
Le±adura,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14152,4099909.93021000000,370092.95636800000,-53.23418486,-70.94637547
Santa FÚ,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14153,4097708.00915000000,359826.70509000000,-53.2513548,-71.10105291
Villa Julita,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14154,4099315.92105000000,364506.68404400000,-53.23812549,-71.03026988
Le±adura,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14155,4100933.80524000000,363073.66463500000,-53.22322399,-71.05103267
Tres Brazos,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14156,4094570.60949000000,366975.54080800000,-53.28137955,-70.99528441
Fundo Lola,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14157,4096769.61069000000,367038.80160400000,-53.26164053,-70.99341666
RÝo De Los Ciervos,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14158,4103053.32275000000,368868.67181500000,-53.20564437,-70.96341465
Santa Rosa,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14159,4103617.18471000000,370025.22256100000,-53.20086266,-70.94587918
Prolongaci¾n Martinez De Aldunate,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14160,4103341.46608000000,370072.12319100000,-53.20335116,-70.94528966
Laguna Lynch,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14161,4106542.25684000000,363769.16604300000,-53.17301963,-71.03822962
Andino (p),Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14162,4108896.51412000000,365960.89556500000,-53.15242613,-71.00447403
Prolongaci¾n Salvador Allende,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14163,4108652.65703000000,369067.95551500000,-53.15538965,-70.95813957
Linch,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14164,4106429.35565000000,368236.36094300000,-53.17515841,-70.97148383
RÝo De Las Minas,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14165,4109590.12611000000,367892.54449700000,-53.14667735,-70.97532022
Prolongaci¾n Timonel Aguilar,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14166,4109710.37957000000,369553.56769700000,-53.14600623,-70.95045085
Vecinal Alto,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14167,4111949.35869000000,367392.55635400000,-53.12535818,-70.98181538
Pampa Redonda,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14168,4112447.16946000000,369234.12057700000,-53.12134063,-70.95410795
Villa Andrea,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14169,4113371.57441000000,369028.96064200000,-53.11298543,-70.95679455
San Isidro,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14170,4111455.82870000000,368876.00527000000,-53.13015888,-70.95986131
Prolongaci¾n General Del Canto,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210110,Las Minas,14171,4110269.33144000000,370397.95302800000,-53.14119061,-70.93760734
RÝo Caleta,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210111,RÝo Grande,14172,4104954.55768000000,327600.47580600000,-53.17679497,-71.57968927
Canelos,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210111,RÝo Grande,14173,4106362.13575000000,331027.42217300000,-53.16525322,-71.5277221
Los Canelos,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210111,RÝo Grande,14174,4109126.19988000000,337325.09738900000,-53.14239005,-71.4322035
Estancia RÝo Grande,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210111,RÝo Grande,14175,4117373.44502000000,345859.43212900000,-53.07085004,-71.30076115
Zdenka,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210111,RÝo Grande,14176,4112387.15203000000,346556.48808500000,-53.11583802,-71.29274641
Guairabo,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210112,Agua Fresca,14177,4090311.13424000000,366552.80827200000,-53.31953824,-71.00341158
Estancia Guairabo,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210112,Agua Fresca,14178,4089862.74955000000,368755.34679900000,-53.32411686,-70.97055262
Tres Brazos,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210112,Agua Fresca,14179,4093588.20772000000,370655.90512200000,-53.29111583,-70.94051637
Reserva Nacional,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210112,Agua Fresca,14180,4079869.46171000000,349904.69391600000,-53.40886751,-71.25810111
Ganadera Parrillar,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210112,Agua Fresca,14181,4080741.87917000000,352905.25040700000,-53.40187611,-71.21258989
Monte Azul,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210112,Agua Fresca,14182,4083654.29182000000,355677.68700100000,-53.37648087,-71.16958902
Agua Fresca,Entidad,12,Magallanes y Antßrtica Chilena,121,Magallanes,12101,Punta Arenas,1210112,Agua Fresca,14183,4075511.95101000000,368545.17819900000,-53.45298493,-70.97968054
